iter	Logloss
270	0.01842529883
271	0.01833162758
272	0.01823769853
273	0.01814380365
274	0.01806119696
275	0.0179517496
276	0.01787632678
277	0.0177514519
278	0.01765828867
279	0.01756596785
280	0.0174693882
281	0.01737215098
282	0.01729265373
283	0.01720253066
284	0.01712186948
285	0.01704841671
286	0.01694168657
287	0.01684346088
288	0.01676169369
289	0.01665796519
290	0.01660037577
291	0.01652566
292	0.01644743688
293	0.01639005684
294	0.01632185626
295	0.01622782667
296	0.01613952368
297	0.01607024622
298	0.01593334855
299	0.01586764609
300	0.01577908371
301	0.01567863745
302	0.01557946284
303	0.01547626721
304	0.01542781089
305	0.0153533448
306	0.0152932387
307	0.01515097681
308	0.01505293253
309	0.01496312839
310	0.01491046702
311	0.01484835778
312	0.01476816548
313	0.01469230615
314	0.01465051412
315	0.01458420515
316	0.01452455475
317	0.01445018223
318	0.01438669339
319	0.01432975029
320	0.01426174435
321	0.01420365614
322	0.0141281817
323	0.01404959703
324	0.01398857468
325	0.01390783656
326	0.01383725201
327	0.013788573
328	0.01371127725
329	0.01364393671
330	0.01357129754
331	0.01352038866
332	0.01345927944
333	0.01338019388
334	0.01330657835
335	0.01324931177
336	0.01319369701
337	0.01315265898
338	0.01309993956
339	0.0130419785
340	0.01298810868
341	0.01292582708
342	0.01287958149
343	0.01282078408
344	0.01275327921
345	0.01268034827
346	0.01262280698
347	0.01258263885
348	0.01252910146
349	0.01245495837
350	0.01241327474
351	0.01236243056
352	0.0123088459
353	0.01224524234
354	0.01217492854
355	0.0121220303
356	0.01205732185
357	0.01200824335
358	0.01196627651
359	0.01192108373
360	0.01185854514
361	0.01180617724
362	0.01174878602
363	0.01168139004
364	0.01163435902
365	0.01158431689
366	0.01153130961
367	0.01147397632
368	0.01143435804
369	0.01140417845
370	0.01136763317
371	0.01131828778
372	0.01127455366
373	0.01122432327
374	0.01117443667
375	0.01113574915
376	0.01110305241
377	0.01106325781
378	0.01102345861
379	0.01098410451
380	0.01093365079
381	0.01089821401
382	0.01085415603
383	0.01081950095
384	0.01075584685
385	0.01071798242
386	0.01068677899
387	0.01064694697
388	0.01060371971
389	0.01056902672
390	0.01053448973
391	0.01050631903
392	0.01046372262
393	0.01042257977
394	0.01037613849
395	0.01034536749
396	0.01031893784
397	0.01027849031
398	0.01024651347
399	0.01020263198
400	0.0101732033
401	0.01013680152
402	0.010108366
403	0.0100761613
404	0.01003162172
405	0.009997536598
406	0.009954373591
407	0.009934508911
408	0.009888923801
409	0.009834023305
410	0.009796730713
411	0.009771609578
412	0.009748157962
413	0.009709130387
414	0.009675635037
415	0.009642500906
416	0.009617400613
417	0.009589489166
418	0.009553558097
419	0.009519665519
420	0.009492511424
421	0.009450681607
422	0.009427994256
423	0.009377433217
424	0.009351670087
425	0.009319551289
426	0.009279117273
427	0.009246030722
428	0.009214434302
429	0.009178776018
430	0.009144121395
431	0.009115450246
432	0.009082804075
433	0.009053408261
434	0.009025849899
435	0.009005144671
436	0.00897161862
437	0.008949809682
438	0.008919818331
439	0.008896199888
440	0.008861102249
441	0.008844488261
442	0.008811060161
443	0.008785698465
444	0.008753336936
445	0.008725421667
446	0.008696077292
447	0.008658146083
448	0.008637063494
449	0.008609521813
450	0.008584700482
451	0.008561414334
452	0.008528616878
453	0.008503467967
454	0.008477870848
455	0.008452922809
456	0.008416416687
457	0.008389810868
458	0.008357924227
459	0.008331711876
460	0.008304128006
461	0.008268041261
462	0.008241886576
463	0.008212150794
464	0.008184888549
465	0.00815905813
466	0.008133300441
467	0.008113517708
468	0.00809433499
469	0.008071008928
470	0.00805111938
471	0.008030048769
472	0.008005621128
473	0.007986580425
474	0.007962178605
475	0.00793164192
476	0.007903650937
477	0.007882804641
478	0.007842807069
479	0.00781759149
480	0.00779308541
481	0.007774000774
482	0.007751994767
483	0.007730120136
484	0.007706776321
485	0.007681274051
486	0.007661279057
487	0.007638685241
488	0.007619581449
489	0.007579248031
490	0.007548816243
491	0.007530739574
492	0.007508747578
493	0.007488836627
494	0.00747206504
495	0.007448564462
496	0.007413469945
497	0.007396159135
498	0.00737531934
499	0.007349345299
500	0.007326341482
501	0.007308620441
502	0.007285632896
503	0.007258207785
504	0.007239578532
505	0.007218181939
506	0.007189201623
507	0.007174224308
508	0.007158978911
509	0.007138751439
510	0.007118556713
511	0.007104226649
512	0.007088532268
513	0.00707150035
514	0.007052911203
515	0.007032588345
516	0.007014974704
517	0.006993424087
518	0.006974988442
519	0.00695872387
520	0.006935136229
521	0.006916659081
522	0.00690071375
523	0.00688091181
524	0.006861934687
525	0.006840298498
526	0.00682187294
527	0.006807711547
528	0.006794443435
529	0.006779160185
530	0.006761126562
531	0.006743546967
532	0.00672213053
533	0.006703987142
534	0.006690296514
535	0.006672955833
536	0.006650955104
537	0.006638476847
538	0.006619362059
539	0.006597129285
540	0.006579614667
541	0.006564310488
542	0.006544051928
543	0.006527724236
544	0.006510042578
545	0.006496179261
546	0.006477233816
547	0.006461445098
548	0.006443012837
549	0.006431250129
550	0.006414894917
551	0.006396688502
552	0.006381588259
553	0.006365386082
554	0.00634765579
555	0.006332198841
556	0.00630776046
557	0.00629338382
558	0.006279607534
559	0.006261421758
560	0.006248116275
561	0.006232553526
562	0.006207588894
563	0.006191903794
564	0.006174844921
565	0.006155363809
566	0.00613925868
567	0.006122721719
568	0.006111386772
569	0.006098574681
570	0.00608525669
571	0.006064088454
572	0.006052609881
573	0.006036451326
574	0.006019781073
575	0.006003988512
576	0.005989233412
577	0.005976792174
578	0.005963772098
579	0.005948050815
580	0.005927798881
581	0.005914706021
582	0.005903736429
583	0.005884728994
584	0.005870657453
585	0.005858124363
586	0.005844550395
587	0.005830605493
588	0.005815932493
589	0.005802794222
590	0.005791389771
591	0.005771756388
592	0.005755490345
593	0.005742970178
594	0.005728802469
595	0.005718085219
596	0.005704883257
597	0.005693514467
598	0.005681589976
599	0.005671870189
600	0.005657221451
601	0.005645056215
602	0.005632684109
603	0.005622166455
604	0.005611238024
605	0.005600271122
606	0.005589393998
607	0.005578154497
608	0.005565656496
609	0.005548785303
610	0.005537136585
611	0.005523267112
612	0.00551411167
613	0.005502611198
614	0.005488221741
615	0.005477420705
616	0.005458939656
617	0.005449849485
618	0.005440827343
619	0.005430702621
620	0.00541848338
621	0.005408012437
622	0.005396950763
623	0.005386437191
624	0.005377647407
625	0.005369028146
626	0.005356110124
627	0.005346121145
628	0.00533745213
629	0.005326982775
630	0.005315774203
631	0.005305757488
632	0.005295236292
633	0.005286890673
634	0.005275567297
635	0.005267225032
636	0.005256297405
637	0.00524489562
638	0.005229814164
639	0.005218736623
640	0.005207979105
641	0.005195736701
642	0.005184803731
643	0.00517503367
644	0.005166370809
645	0.005158515776
646	0.00515060784
647	0.005141810305
648	0.005133964245
649	0.005123300157
650	0.005115404283
651	0.005104585643
652	0.005092522423
653	0.005083430601
654	0.005074464158
655	0.005064565018
656	0.005055683609
657	0.005047082671
658	0.005036697886
659	0.005029108852
660	0.005018757771
661	0.005008878455
662	0.005000196792
663	0.004991829599
664	0.004982513621
665	0.004973960893
666	0.0049640484
667	0.004956012603
668	0.004946519399
669	0.004937379369
670	0.004928958948
671	0.004919165705
672	0.004910486288
673	0.004900007527
674	0.004891684808
675	0.004883016775
676	0.00487118988
677	0.00486336759
678	0.004856058987
679	0.004848148523
680	0.004839688596
681	0.004831611801
682	0.004822501437
683	0.004813402281
684	0.004804541349
685	0.004795635735
686	0.004786224643
687	0.004776857496
688	0.004768305779
689	0.004759539294
690	0.004751694324
691	0.004742994204
692	0.004734479814
693	0.004726819104
694	0.004719474207
695	0.004705533813
696	0.004697153893
697	0.004688807347
698	0.004680493962
699	0.0046738724
700	0.004665614484
701	0.004657486683
702	0.004650037046
703	0.004641199987
704	0.004632871766
705	0.00462431164
706	0.004617555859
707	0.004607573374
708	0.004600289282
709	0.004592152048
710	0.004584047035
711	0.004576844677
712	0.004568370492
713	0.00456049486
714	0.004549695946
715	0.004542920718
716	0.004534996075
717	0.004526592515
718	0.004518866071
719	0.004511169074
720	0.004503437911
721	0.004496586871
722	0.004489318109
723	0.004481728723
724	0.00447344388
725	0.004465912564
726	0.004458276119
727	0.004446936117
728	0.004439365827
729	0.004431460872
730	0.004424751002
731	0.004417261718
732	0.00440980074
733	0.00440005182
734	0.004392777626
735	0.004385736163
736	0.004377889378
737	0.004371521433
738	0.004364998513
739	0.004357720422
740	0.00434972182
741	0.00434326823
742	0.004336837718
743	0.004329658672
744	0.0043226298
745	0.004315626334
746	0.004308960335
747	0.004302641161
748	0.004295706813
749	0.004288675253
750	0.004281790809
751	0.00427555773
752	0.004268597942
753	0.004261779024
754	0.004254680727
755	0.004248530651
756	0.004241341742
757	0.004235232062
758	0.004228406502
759	0.004222784258
760	0.004216000812
761	0.00420881709
762	0.004202197935
763	0.004195486114
764	0.004189773786
765	0.004183640395
766	0.004177105952
767	0.004170594179
768	0.004164701296
769	0.004158828421
770	0.004152263924
771	0.004146430266
772	0.004140616288
773	0.004134768449
774	0.004128396122
775	0.004122639741
776	0.004116902613
777	0.00411058884
778	0.004105480609
779	0.004099204268
780	0.004092433938
781	0.004086787468
782	0.004081159666
783	0.004074961833
784	0.004068784862
785	0.004062628639
786	0.004056384731
787	0.004050269935
788	0.004044748818
789	0.004034683779
790	0.004028013567
791	0.004021983548
792	0.004015867765
793	0.00401043793
794	0.004004424474
795	0.00399897804
796	0.003992935103
797	0.003987574184
798	0.003981946831
799	0.003976145048
800	0.00397027875
801	0.003964984935
802	0.003959153964
803	0.003953893161
804	0.003948097176
805	0.003942869057
806	0.003937657488
807	0.003931810706
808	0.003922713061
809	0.003916911257
810	0.003911228315
811	0.00390582794
812	0.003900718187
813	0.003895084995
814	0.003890006475
815	0.00388440642
816	0.003879358831
817	0.003874326901
818	0.003869310548
819	0.003863773138
820	0.003858787113
821	0.003853816433
822	0.003848229132
823	0.003842816387
824	0.003837264173
825	0.003831825416
826	0.003826403667
827	0.00382099884
828	0.003815515744
829	0.003810144723
830	0.003804695887
831	0.003799358334
832	0.003794546886
833	0.003789749958
834	0.003784967477
835	0.003779687987
836	0.00377442472
837	0.003768916155
838	0.003764189621
839	0.003758971054
840	0.003754504881
841	0.00374981661
842	0.00374544638
843	0.003740189834
844	0.003735040248
845	0.003730148466
846	0.003725028368
847	0.003720418525
848	0.003714549529
849	0.003709966337
850	0.003704813901
851	0.003696611405
852	0.003691584928
853	0.003687058037
854	0.003682059268
855	0.003677558214
856	0.003673284563
857	0.003669022004
858	0.00366455389
859	0.00365927652
860	0.003654267304
861	0.003649634181
862	0.003644738044
863	0.003639770481
864	0.003635375546
865	0.003630520529
866	0.003625679773
867	0.003620853209
868	0.003616040773
869	0.003611242397
870	0.003606919895
871	0.003602609688
872	0.003597848827
873	0.003593101791
874	0.003589021235
875	0.003584298384
876	0.003574322767
877	0.003570088357
878	0.003565865873
879	0.003561655257
880	0.003556923986
881	0.003552736693
882	0.003548112116
883	0.003543500757
884	0.003539347504
885	0.003534621257
886	0.003530046201
887	0.003525883463
888	0.003521332435
889	0.00350869911
890	0.003504624861
891	0.003500334621
892	0.003495849963
893	0.003491809062
894	0.003486821228
895	0.003482801487
896	0.003478223348
897	0.003474225475
898	0.003469808849
899	0.003465404538
900	0.003461438374
901	0.003457346092
902	0.003452973753
903	0.003448816262
904	0.003444390228
905	0.003440475607
906	0.003436148475
907	0.003432026602
908	0.003427645632
909	0.003423729884
910	0.003417701304
911	0.003413432838
912	0.003409549358
913	0.00340550033
914	0.003401462395
915	0.003397236186
916	0.003393021483
917	0.003388818235
918	0.003384626394
919	0.003380853452
920	0.003376682517
921	0.003372522849
922	0.003368987166
923	0.003365250845
924	0.00336112032
925	0.003357192406
926	0.003353082848
927	0.003349384971
928	0.003345295677
929	0.003336608043
930	0.003332945068
931	0.003328896792
932	0.003324859276
933	0.003320761073
934	0.003317134981
935	0.003313127958
936	0.003309131521
937	0.00330553267
938	0.003301555643
939	0.0032979749
940	0.003294017133
941	0.003288411549
942	0.003284859004
943	0.00328115298
944	0.003277235426
945	0.003273328098
946	0.003269934357
947	0.003266423014
948	0.003262720497
949	0.003259227151
950	0.003255742648
951	0.003251887806
952	0.003248221871
953	0.003244385865
954	0.003239597969
955	0.003235783061
956	0.003231429033
957	0.003227634075
958	0.003224218143
959	0.003220773222
960	0.003217509033
961	0.003213747607
962	0.003209995785
963	0.003206253528
964	0.003202480647
965	0.003199121019
966	0.003195404509
967	0.003192061163
968	0.00318885633
969	0.003185527624
970	0.003181843508
971	0.003178493909
972	0.003174826971
973	0.003171169266
974	0.003167520756
975	0.003164239518
976	0.003161213935
977	0.003157947036
978	0.003154329396
979	0.003151041574
980	0.003147440628
981	0.003143848659
982	0.00314026563
983	0.003137044832
984	0.003133478179
985	0.003130272618
986	0.003126722222
987	0.003123531785
988	0.003119997527
989	0.003116471986
990	0.003113267937
991	0.003110107418
992	0.003106770313
993	0.003103625043
994	0.003100137641
995	0.003097007047
996	0.003093535329
997	0.003089544706
998	0.003086090325
999	0.003082339404
